,ID,UCIQE_Raw,UIQM_Raw,CCF_Raw
0,1002.jpg,0.354711557771514,0.61261492898145,4.11620691993092
1,1003.jpg,0.353741187888964,0.716483575995126,4.28504709797215
2,1016.jpg,0.338162706471687,0.397555976400381,3.8419353630833
3,1030.jpg,0.350457220938947,0.51022008397033,4.39948095177023
4,1059.jpg,0.337908942946164,0.365616000397476,3.27425153423477
5,1064.jpg,0.347630410632673,0.719320885898526,4.20615834796433
6,1075.jpg,0.350933561772651,0.942338169196693,4.62105542402777
7,1084.jpg,0.343853471715128,1.51458235885537,6.42500012593849
8,1102.jpg,0.350264537633773,1.52867474426594,8.08174934985532
9,1130.jpg,0.361615504342143,0.559470542025194,3.15948476084084
10,1132.jpg,0.393636499296881,1.33476452443763,5.63253867047773
11,1154.jpg,0.330403967864408,1.20725388127381,5.20106314368881
12,1162.jpg,0.30647930618852,0.808541769951336,3.71882771272453
13,1189.jpg,0.348846742628453,0.374627426006209,3.71450859349607
14,1260.jpg,0.377978385615755,1.20968215195057,5.48413882435851
15,1277.jpg,0.391918647554645,1.24513815509459,5.48995822533403
16,1288.jpg,0.378574706817636,0.918388057268682,4.34673838513035
17,1308.jpg,0.36309018824971,0.643060395770903,4.19535482277215
18,1310.jpg,0.35560700158826,0.397735453860107,5.14483983221159
19,1314.jpg,0.459618071934236,0.674572139113464,7.68273359475881
20,1317.jpg,0.456817337589547,0.688150842631278,7.81202661769961
21,1328.jpg,0.385225453557122,0.859878624423327,4.69835001882518
22,1337.jpg,0.385131187110004,1.33092591493375,5.7488889431976
23,1341.jpg,0.388766305799433,1.24643887859414,5.48280845880601
24,1345.jpg,0.387353110579957,1.19927545380647,5.73097423001682
25,1346.jpg,0.381010473497356,1.30639945180939,5.95045487577065
26,1394.jpg,0.363354605283898,1.76630004877865,7.1491185880265
27,1396.jpg,0.386232882770578,2.32039048333723,8.8118814485216
28,1416.jpg,0.359993743007866,1.76091694693996,6.78466532438371
29,1473.jpg,0.389660974862559,1.17380249732355,5.48717185433672
30,1492.jpg,0.3824493291977,0.619247208553127,3.81285008460975
